,Unnamed: 0,Unnamed: 0.1,Roll,Sem,SubCode,Credit,Grade,Sub_Type
41,41,41,0401CS01,6,CS362,8,CC,CORE
42,42,42,0401CS01,6,CS399,3,AA,CORE
43,43,43,0401CS01,6,HS331,6,BB,HS Elective
44,44,44,0401CS01,7,CS400,2,AB,CORE
45,45,45,0401CS01,7,CS421,6,BC,CORE
46,46,46,0401CS01,7,CS422,5,BB,CORE
47,47,47,0401CS01,7,CS443,6,AB,DEPARTMENTAL ELECTIVE - II
48,48,48,0401CS01,7,CS461,6,BB,DEPARTMENTAL ELECTIVE - I
49,49,49,0401CS01,7,CS498,10,AA,CORE
50,50,50,0401CS01,7,MA410,6,AB,OPEN ELECTIVE - I
51,51,51,0401CS01,8,CS452,6,BB,Departmental Elective - IV
52,52,52,0401CS01,8,CS453,6,AA,Departmental Elective - III
53,53,53,0401CS01,8,CS499,16,AA,CORE
54,54,54,0401CS01,8,HS441,6,BB,HSS Elective
55,55,55,0401CS01,8,MA412,6,BC,Open Elective - II
56,56,56,0401CS02,1,CH101,8,AB,CORE
57,57,57,0401CS02,1,CH110,3,BB,CORE
58,58,58,0401CS02,1,EE101,8,AB,CORE
59,59,59,0401CS02,1,HS101,6,BC,CORE
60,60,60,0401CS02,1,MA101,8,AA,CORE
61,61,61,0401CS02,1,ME111,7,AB,CORE
62,62,62,0401CS02,1,PH101,6,AA,CORE
63,63,63,0401CS02,1,PH110,3,AA,CORE
64,64,64,0401CS02,2,CH102,6,AB,CORE
65,65,65,0401CS02,2,CS101,6,CC,CORE
66,66,66,0401CS02,2,CS110,3,BC,CORE
67,67,67,0401CS02,2,EE102,4,AB,CORE
68,68,68,0401CS02,2,MA102,8,AA,CORE
69,69,69,0401CS02,2,ME101,8,AB,CORE
70,70,70,0401CS02,2,ME110,3,BB,CORE
71,71,71,0401CS02,2,PH102,6,AB,CORE
72,72,72,0401CS02,3,CS201,9,BB,CORE
73,73,73,0401CS02,3,CS203,6,AB,CORE
74,74,74,0401CS02,3,CS221,6,AB,CORE
75,75,75,0401CS02,3,EE220,8,AB,CORE
76,76,76,0401CS02,3,HS201,6,AB,HS Elective
77,77,77,0401CS02,3,MA201,8,AB,CORE
78,78,78,0401CS02,4,CS204,6,BB,CORE
79,79,79,0401CS02,4,CS222,6,BB,CORE
80,80,80,0401CS02,4,CS223,3,AA,CORE
81,81,81,0401CS02,4,CS241,7,AB,CORE
82,82,82,0401CS02,4,CS242,5,AB,CORE
83,83,83,0401CS02,4,HS202,6,AB,HS ELECTIVE
84,84,84,0401CS02,4,MA225,8,AA,CORE
85,85,85,0401CS02,4,MA251,6,AB,Elective-Sc.
86,86,86,0401CS02,5,CS301,6,BB,CORE
87,87,87,0401CS02,5,CS331,8,BB,CORE
88,88,88,0401CS02,5,CS341,6,AB,CORE
89,89,89,0401CS02,5,CS342,5,AB,CORE
90,90,90,0401CS02,5,CS343,6,AB,CORE
91,91,91,0401CS02,5,CS344,6,AA,CORE
92,92,92,0401CS02,5,CS345,5,AB,CORE
93,93,93,0401CS02,6,CS302,6,BB,CORE
94,94,94,0401CS02,6,CS346,6,AB,CORE
95,95,95,0401CS02,6,CS347,3,AB,CORE
96,96,96,0401CS02,6,CS348,8,BB,CORE
97,97,97,0401CS02,6,CS362,8,AB,CORE
98,98,98,0401CS02,6,CS399,3,AA,CORE
99,99,99,0401CS02,6,HS331,6,BB,HS Elective
100,100,100,0401CS02,7,CS400,2,AB,CORE
101,101,101,0401CS02,7,CS421,6,AB,CORE
102,102,102,0401CS02,7,CS422,5,AA,CORE
103,103,103,0401CS02,7,CS443,6,AA,DEPARTMENTAL ELECTIVE - II
104,104,104,0401CS02,7,CS461,6,AB,DEPARTMENTAL ELECTIVE - I
105,105,105,0401CS02,7,CS498,10,AB,CORE
106,106,106,0401CS02,7,MA410,6,AB,OPEN ELECTIVE - I
107,107,107,0401CS02,8,CS449,6,BB,Departmental Elective - III
108,108,108,0401CS02,8,CS453,6,AB,Departmental Elective - IV
109,109,109,0401CS02,8,CS499,16,AA,CORE
110,110,110,0401CS02,8,HS441,6,BB,HSS Elective
111,111,111,0401CS02,8,MA412,6,BB,Open Elective - II
112,112,112,0401CS03,1,CH101,8,AB,CORE
113,113,113,0401CS03,1,CH110,3,AA,CORE
114,114,114,0401CS03,1,EE101,8,BB,CORE
115,115,115,0401CS03,1,HS101,6,BB,CORE
116,116,116,0401CS03,1,MA101,8,AA,CORE
117,117,117,0401CS03,1,ME111,7,BB,CORE
118,118,118,0401CS03,1,PH101,6,AA,CORE
119,119,119,0401CS03,1,PH110,3,AA,CORE
120,120,120,0401CS03,2,CH102,6,AB,CORE
121,121,121,0401CS03,2,CS101,6,AB,CORE
122,122,122,0401CS03,2,CS110,3,AB,CORE
123,123,123,0401CS03,2,EE102,4,BB,CORE
124,124,124,0401CS03,2,MA102,8,AB,CORE
125,125,125,0401CS03,2,ME101,8,BB,CORE
126,126,126,0401CS03,2,ME110,3,BC,CORE
127,127,127,0401CS03,2,PH102,6,AB,CORE
128,128,128,0401CS03,3,CS201,9,AB,CORE
129,129,129,0401CS03,3,CS203,6,AA,CORE
130,130,130,0401CS03,3,CS221,6,AB,CORE
131,131,131,0401CS03,3,EE220,8,AB,CORE
132,132,132,0401CS03,3,HS221,6,BB,HS Elective
133,133,133,0401CS03,3,MA201,8,AA,CORE
134,134,134,0401CS03,4,CS204,6,BB,CORE
135,135,135,0401CS03,4,CS222,6,BB,CORE
136,136,136,0401CS03,4,CS223,3,AA,CORE
137,137,137,0401CS03,4,CS241,7,BC,CORE
138,138,138,0401CS03,4,CS242,5,AB,CORE
139,139,139,0401CS03,4,HS211,6,BB,HS ELECTIVE
140,140,140,0401CS03,4,MA214,6,AA,Elective-Sc.
141,141,141,0401CS03,4,MA225,8,AA,CORE
142,142,142,0401CS03,5,CS301,6,BB,CORE
143,143,143,0401CS03,5,CS331,8,AB,CORE
144,144,144,0401CS03,5,CS341,6,AA,CORE
145,145,145,0401CS03,5,CS342,5,AB,CORE
146,146,146,0401CS03,5,CS343,6,AB,CORE
147,147,147,0401CS03,5,CS344,6,BB,CORE
148,148,148,0401CS03,5,CS345,5,AB,CORE
149,149,149,0401CS03,6,CS302,6,AB,CORE
150,150,150,0401CS03,6,CS346,6,BB,CORE
151,151,151,0401CS03,6,CS347,3,AB,CORE
152,152,152,0401CS03,6,CS348,8,BB,CORE
153,153,153,0401CS03,6,CS362,8,AB,CORE
154,154,154,0401CS03,6,CS399,3,AA,CORE
155,155,155,0401CS03,6,HS331,6,BB,HS Elective
156,156,156,0401CS03,7,CS400,2,AB,CORE
157,157,157,0401CS03,7,CS421,6,BC,CORE
158,158,158,0401CS03,7,CS422,5,AB,CORE
159,159,159,0401CS03,7,CS443,6,BB,DEPARTMENTAL ELECTIVE - II
160,160,160,0401CS03,7,CS461,6,BC,DEPARTMENTAL ELECTIVE - I
161,161,161,0401CS03,7,CS498,10,AB,CORE
162,162,162,0401CS03,7,MA410,6,BC,OPEN ELECTIVE - I
163,163,163,0401CS03,8,CS449,6,BB,Departmental Elective - IV
164,164,164,0401CS03,8,CS453,6,BB,Departmental Elective - III
165,165,165,0401CS03,8,CS499,16,AA,CORE
166,166,166,0401CS03,8,HS441,6,CC,HSS Elective
167,167,167,0401CS03,8,MA412,6,BC,Open Elective - II
168,168,168,0401CS04,1,CH101,8,BB,CORE
169,169,169,0401CS04,1,CH110,3,BC,CORE
170,170,170,0401CS04,1,EE101,8,BB,CORE
171,171,171,0401CS04,1,HS101,6,CC,CORE
172,172,172,0401CS04,1,MA101,8,BB,CORE
173,173,173,0401CS04,1,ME111,7,BC,CORE
174,174,174,0401CS04,1,PH101,6,BB,CORE
175,175,175,0401CS04,1,PH110,3,AB,CORE
176,176,176,0401CS04,2,CH102,6,BB,CORE
177,177,177,0401CS04,2,CS101,6,CD,CORE
178,178,178,0401CS04,2,CS110,3,BC,CORE
179,179,179,0401CS04,2,EE102,4,BB,CORE
180,180,180,0401CS04,2,MA102,8,BC,CORE
181,181,181,0401CS04,2,ME101,8,BB,CORE
182,182,182,0401CS04,2,ME110,3,BB,CORE
183,183,183,0401CS04,2,PH102,6,BC,CORE
184,184,184,0401CS04,3,CS201,9,BC,CORE
185,185,185,0401CS04,3,CS203,6,BB,CORE
186,186,186,0401CS04,3,CS221,6,BB,CORE
187,187,187,0401CS04,3,EE220,8,AB,CORE
188,188,188,0401CS04,3,HS221,6,BB,HS Elective
189,189,189,0401CS04,3,MA201,8,AA,CORE
190,190,190,0401CS04,4,CS204,6,BB,CORE
191,191,191,0401CS04,4,CS222,6,CC,CORE
192,192,192,0401CS04,4,CS223,3,AB,CORE
193,193,193,0401CS04,4,CS241,7,BC,CORE
194,194,194,0401CS04,4,CS242,5,BB,CORE
195,195,195,0401CS04,4,HS211,6,BC,HS ELECTIVE
196,196,196,0401CS04,4,MA225,8,BC,CORE
197,197,197,0401CS04,4,MA251,6,BB,Elective-Sc.
198,198,198,0401CS04,5,CS301,6,BB,CORE
199,199,199,0401CS04,5,CS331,8,BB,CORE
200,200,200,0401CS04,5,CS341,6,BB,CORE
201,201,201,0401CS04,5,CS342,5,BB,CORE
202,202,202,0401CS04,5,CS343,6,BB,CORE
203,203,203,0401CS04,5,CS344,6,BC,CORE
204,204,204,0401CS04,5,CS345,5,BB,CORE
205,205,205,0401CS04,6,CS302,6,BC,CORE
206,206,206,0401CS04,6,CS346,6,BB,CORE
207,207,207,0401CS04,6,CS347,3,BB,CORE
208,208,208,0401CS04,6,CS348,8,BB,CORE
209,209,209,0401CS04,6,CS362,8,BB,CORE
210,210,210,0401CS04,6,CS399,3,BC,CORE
211,211,211,0401CS04,6,HS331,6,BC,HS Elective
212,212,212,0401CS04,7,CS400,2,AB,CORE
213,213,213,0401CS04,7,CS421,6,BC,CORE
214,214,214,0401CS04,7,CS422,5,BC,CORE
215,215,215,0401CS04,7,CS441,6,CC,DEPARTMENTAL ELECTIVE - II
216,216,216,0401CS04,7,CS461,6,BB,DEPARTMENTAL ELECTIVE - I
217,217,217,0401CS04,7,CS498,10,AA,CORE
218,218,218,0401CS04,7,MA410,6,BB,OPEN ELECTIVE - I
219,219,219,0401CS04,8,CS452,6,BC,Departmental Elective - III
220,220,220,0401CS04,8,CS453,6,BB,Departmental Elective - IV
221,221,221,0401CS04,8,CS499,16,AA,CORE
222,222,222,0401CS04,8,HS441,6,BC,HSS Elective
223,223,223,0401CS04,8,MA412,6,BC,Open Elective - II
224,224,224,0401CS05,1,CH101,8,BC,CORE
225,225,225,0401CS05,1,CH110,3,BB,CORE
226,226,226,0401CS05,1,EE101,8,CC,CORE
227,227,227,0401CS05,1,HS101,6,CC,CORE
228,228,228,0401CS05,1,MA101,8,BC,CORE
229,229,229,0401CS05,1,ME111,7,BC,CORE
230,230,230,0401CS05,1,PH101,6,BC,CORE
231,231,231,0401CS05,1,PH110,3,AB,CORE
232,232,232,0401CS05,2,CH102,6,BC,CORE
233,233,233,0401CS05,2,CS101,6,CC,CORE
234,234,234,0401CS05,2,CS110,3,BB,CORE
235,235,235,0401CS05,2,EE102,4,BB,CORE
236,236,236,0401CS05,2,MA102,8,BC,CORE
237,237,237,0401CS05,2,ME101,8,BC,CORE
238,238,238,0401CS05,2,ME110,3,BB,CORE
239,239,239,0401CS05,2,PH102,6,DD,CORE
240,240,240,0401CS05,3,CS201,9,BB,CORE
241,241,241,0401CS05,3,CS203,6,BB,CORE
242,242,242,0401CS05,3,CS221,6,BC,CORE
243,243,243,0401CS05,3,EE220,8,BC,CORE
244,244,244,0401CS05,3,HS201,6,BB,HS Elective
245,245,245,0401CS05,3,MA201,8,BB,CORE
246,246,246,0401CS05,4,CS204,6,BB,CORE
247,247,247,0401CS05,4,CS222,6,CC,CORE
248,248,248,0401CS05,4,CS223,3,BB,CORE
249,249,249,0401CS05,4,CS241,7,BC,CORE
250,250,250,0401CS05,4,CS242,5,AB,CORE
251,251,251,0401CS05,4,HS202,6,CC,HS ELECTIVE
252,252,252,0401CS05,4,MA225,8,BB,CORE
253,253,253,0401CS05,4,MA251,6,BB,Elective-Sc.
254,254,254,0401CS05,5,CS301,6,BB,CORE
255,255,255,0401CS05,5,CS331,8,BB,CORE
256,256,256,0401CS05,5,CS341,6,BB,CORE
257,257,257,0401CS05,5,CS342,5,BB,CORE
258,258,258,0401CS05,5,CS343,6,BC,CORE
259,259,259,0401CS05,5,CS344,6,BC,CORE
260,260,260,0401CS05,5,CS345,5,AB,CORE
261,261,261,0401CS05,6,CS302,6,BB,CORE
262,262,262,0401CS05,6,CS346,6,BC,CORE
263,263,263,0401CS05,6,CS347,3,BB,CORE
264,264,264,0401CS05,6,CS348,8,BB,CORE
265,265,265,0401CS05,6,CS362,8,BC,CORE
266,266,266,0401CS05,6,CS399,3,BC,CORE
267,267,267,0401CS05,6,HS331,6,BB,HS Elective
268,268,268,0401CS05,7,CS400,2,AA,CORE
269,269,269,0401CS05,7,CS421,6,BC,CORE
270,270,270,0401CS05,7,CS422,5,AA,CORE
271,271,271,0401CS05,7,CS441,6,AB,DEPARTMENTAL ELECTIVE - II
272,272,272,0401CS05,7,CS461,6,BB,DEPARTMENTAL ELECTIVE - I
273,273,273,0401CS05,7,CS498,10,AB,CORE
274,274,274,0401CS05,7,MA410,6,BC,OPEN ELECTIVE - I
275,275,275,0401CS05,8,CS449,6,BC,Departmental Elective - III
276,276,276,0401CS05,8,CS453,6,AB,Departmental Elective - IV
277,277,277,0401CS05,8,CS499,16,AA,CORE
278,278,278,0401CS05,8,HS441,6,BB,HSS Elective
279,279,279,0401CS05,8,MA412,6,BC,Open Elective - II
280,280,280,0401CS06,1,CH101,8,AB,CORE
281,281,281,0401CS06,1,CH110,3,BB,CORE
282,282,282,0401CS06,1,EE101,8,BB,CORE
283,283,283,0401CS06,1,HS101,6,CC,CORE
284,284,284,0401CS06,1,MA101,8,AA,CORE
285,285,285,0401CS06,1,ME111,7,BB,CORE
286,286,286,0401CS06,1,PH101,6,AA,CORE
287,287,287,0401CS06,1,PH110,3,AA,CORE
288,288,288,0401CS06,2,CH102,6,AA,CORE
289,289,289,0401CS06,2,CS101,6,BC,CORE
290,290,290,0401CS06,2,CS110,3,BB,CORE
291,291,291,0401CS06,2,EE102,4,BC,CORE
292,292,292,0401CS06,2,MA102,8,AB,CORE
293,293,293,0401CS06,2,ME101,8,BB,CORE
294,294,294,0401CS06,2,ME110,3,BB,CORE
295,295,295,0401CS06,2,PH102,6,AB,CORE
296,296,296,0401CS06,3,CS201,9,AA,CORE
297,297,297,0401CS06,3,CS203,6,AA,CORE
298,298,298,0401CS06,3,CS221,6,BB,CORE
299,299,299,0401CS06,3,EE220,8,BB,CORE
300,300,300,0401CS06,3,HS201,6,AB,HS Elective
301,301,301,0401CS06,3,MA201,8,AA,CORE
302,302,302,0401CS06,4,CS204,6,BB,CORE
303,303,303,0401CS06,4,CS222,6,BB,CORE
304,304,304,0401CS06,4,CS223,3,AB,CORE
305,305,305,0401CS06,4,CS241,7,BB,CORE
306,306,306,0401CS06,4,CS242,5,AB,CORE
307,307,307,0401CS06,4,HS202,6,AB,HS ELECTIVE
308,308,308,0401CS06,4,MA214,6,BB,Elective-Sc.
309,309,309,0401CS06,4,MA225,8,AA,CORE
310,310,310,0401CS06,5,CS301,6,AB,CORE
311,311,311,0401CS06,5,CS331,8,BB,CORE
312,312,312,0401CS06,5,CS341,6,AB,CORE
313,313,313,0401CS06,5,CS342,5,AB,CORE
314,314,314,0401CS06,5,CS343,6,AB,CORE
315,315,315,0401CS06,5,CS344,6,AB,CORE
316,316,316,0401CS06,5,CS345,5,AB,CORE
317,317,317,0401CS06,6,CS302,6,AB,CORE
318,318,318,0401CS06,6,CS346,6,AB,CORE
319,319,319,0401CS06,6,CS347,3,AA,CORE
320,320,320,0401CS06,6,CS348,8,AB,CORE
321,321,321,0401CS06,6,CS362,8,AB,CORE
322,322,322,0401CS06,6,CS399,3,BB,CORE
323,323,323,0401CS06,6,HS331,6,BC,HS Elective
324,324,324,0401CS06,7,CS400,2,AB,CORE
325,325,325,0401CS06,7,CS421,6,AB,CORE
326,326,326,0401CS06,7,CS422,5,AB,CORE
327,327,327,0401CS06,7,CS443,6,AB,DEPARTMENTAL ELECTIVE - II
328,328,328,0401CS06,7,CS461,6,AB,DEPARTMENTAL ELECTIVE - I
329,329,329,0401CS06,7,CS498,10,BB,CORE
330,330,330,0401CS06,7,MA410,6,AB,OPEN ELECTIVE - I
331,331,331,0401CS06,8,CS452,6,AB,Departmental Elective - III
332,332,332,0401CS06,8,CS453,6,AB,Departmental Elective - IV
333,333,333,0401CS06,8,CS499,16,AA,CORE
334,334,334,0401CS06,8,HS441,6,BB,HSS Elective
335,335,335,0401CS06,8,MA412,6,BC,Open Elective - II
336,336,336,0401CS07,1,CH101,8,AB,CORE
337,337,337,0401CS07,1,CH110,3,AA,CORE
338,338,338,0401CS07,1,EE101,8,BC,CORE
339,339,339,0401CS07,1,HS101,6,BC,CORE
340,340,340,0401CS07,1,MA101,8,BC,CORE
341,341,341,0401CS07,1,ME111,7,AB,CORE
342,342,342,0401CS07,1,PH101,6,BB,CORE
343,343,343,0401CS07,1,PH110,3,AA,CORE
344,344,344,0401CS07,2,CH102,6,BB,CORE
345,345,345,0401CS07,2,CS101,6,BC,CORE
346,346,346,0401CS07,2,CS110,3,BB,CORE
347,347,347,0401CS07,2,EE102,4,AB,CORE
348,348,348,0401CS07,2,MA102,8,BB,CORE
349,349,349,0401CS07,2,ME101,8,BC,CORE
350,350,350,0401CS07,2,ME110,3,AA,CORE
351,351,351,0401CS07,2,PH102,6,BB,CORE
352,352,352,0401CS07,3,CS201,9,AA,CORE
353,353,353,0401CS07,3,CS203,6,BB,CORE
354,354,354,0401CS07,3,CS221,6,AB,CORE
355,355,355,0401CS07,3,EE220,8,AB,CORE
356,356,356,0401CS07,3,HS201,6,BB,HS Elective
357,357,357,0401CS07,3,MA201,8,BB,CORE
358,358,358,0401CS07,4,CS204,6,AB,CORE
359,359,359,0401CS07,4,CS222,6,BC,CORE
360,360,360,0401CS07,4,CS223,3,AB,CORE
361,361,361,0401CS07,4,CS241,7,BB,CORE
362,362,362,0401CS07,4,CS242,5,AA,CORE
363,363,363,0401CS07,4,HS202,6,AB,HS ELECTIVE
364,364,364,0401CS07,4,MA225,8,AB,CORE
365,365,365,0401CS07,4,MA251,6,BB,Elective-Sc.
366,366,366,0401CS07,5,CS301,6,BB,CORE
367,367,367,0401CS07,5,CS331,8,BB,CORE
368,368,368,0401CS07,5,CS341,6,AB,CORE
369,369,369,0401CS07,5,CS342,5,AB,CORE
370,370,370,0401CS07,5,CS343,6,BB,CORE
371,371,371,0401CS07,5,CS344,6,BB,CORE
372,372,372,0401CS07,5,CS345,5,AB,CORE
373,373,373,0401CS07,6,CS302,6,BC,CORE
374,374,374,0401CS07,6,CS346,6,AB,CORE
375,375,375,0401CS07,6,CS347,3,AA,CORE
376,376,376,0401CS07,6,CS348,8,AB,CORE
377,377,377,0401CS07,6,CS362,8,BB,CORE
378,378,378,0401CS07,6,CS399,3,BB,CORE
379,379,379,0401CS07,6,HS331,6,BC,HS Elective
380,380,380,0401CS07,7,CS400,2,AA,CORE
381,381,381,0401CS07,7,CS421,6,AB,CORE
382,382,382,0401CS07,7,CS422,5,AA,CORE
383,383,383,0401CS07,7,CS443,6,AA,DEPARTMENTAL ELECTIVE - II
384,384,384,0401CS07,7,CS461,6,AB,DEPARTMENTAL ELECTIVE - I
385,385,385,0401CS07,7,CS498,10,AB,CORE
386,386,386,0401CS07,7,MA410,6,AB,OPEN ELECTIVE - I
387,387,387,0401CS07,8,CS452,6,AA,Departmental Elective - IV
388,388,388,0401CS07,8,CS453,6,AA,Departmental Elective - III
389,389,389,0401CS07,8,CS499,16,AA,CORE
390,390,390,0401CS07,8,HS441,6,BC,HSS Elective
391,391,391,0401CS07,8,MA412,6,BB,Open Elective - II
392,392,392,0401CS08,1,CH101,8,BB,CORE
393,393,393,0401CS08,1,CH110,3,AA,CORE
394,394,394,0401CS08,1,EE101,8,BB,CORE
395,395,395,0401CS08,1,HS101,6,AB,CORE
396,396,396,0401CS08,1,MA101,8,BB,CORE
397,397,397,0401CS08,1,ME111,7,BB,CORE
398,398,398,0401CS08,1,PH101,6,AA,CORE
399,399,399,0401CS08,1,PH110,3,AA,CORE
400,400,400,0401CS08,2,CH102,6,AB,CORE
401,401,401,0401CS08,2,CS101,6,CC,CORE
402,402,402,0401CS08,2,CS110,3,BB,CORE
403,403,403,0401CS08,2,EE102,4,BB,CORE
404,404,404,0401CS08,2,MA102,8,AB,CORE
405,405,405,0401CS08,2,ME101,8,BB,CORE
406,406,406,0401CS08,2,ME110,3,AA,CORE
407,407,407,0401CS08,2,PH102,6,BB,CORE
408,408,408,0401CS08,3,CS201,9,AB,CORE
409,409,409,0401CS08,3,CS203,6,AA,CORE
410,410,410,0401CS08,3,CS221,6,AB,CORE
411,411,411,0401CS08,3,EE220,8,AA,CORE
412,412,412,0401CS08,3,HS201,6,AB,HS Elective
413,413,413,0401CS08,3,MA201,8,AB,CORE
414,414,414,0401CS08,4,CS204,6,AB,CORE
415,415,415,0401CS08,4,CS222,6,AB,CORE
416,416,416,0401CS08,4,CS223,3,AA,CORE
417,417,417,0401CS08,4,CS241,7,AA,CORE
418,418,418,0401CS08,4,CS242,5,AA,CORE
419,419,419,0401CS08,4,HS202,6,AA,HS ELECTIVE
420,420,420,0401CS08,4,MA225,8,AB,CORE
421,421,421,0401CS08,4,MA251,6,AB,Elective-Sc.
422,422,422,0401CS08,5,CS301,6,AB,CORE
423,423,423,0401CS08,5,CS331,8,AB,CORE
424,424,424,0401CS08,5,CS341,6,AB,CORE
425,425,425,0401CS08,5,CS342,5,AB,CORE
426,426,426,0401CS08,5,CS343,6,AA,CORE
427,427,427,0401CS08,5,CS344,6,AA,CORE
428,428,428,0401CS08,5,CS345,5,AA,CORE
429,429,429,0401CS08,6,CS302,6,AB,CORE
430,430,430,0401CS08,6,CS346,6,AA,CORE
431,431,431,0401CS08,6,CS347,3,AB,CORE
432,432,432,0401CS08,6,CS348,8,AA,CORE
433,433,433,0401CS08,6,CS362,8,AB,CORE
434,434,434,0401CS08,6,CS399,3,AB,CORE
435,435,435,0401CS08,6,HS331,6,AB,HS Elective
436,436,436,0401CS08,7,CS400,2,AB,CORE
437,437,437,0401CS08,7,CS421,6,AA,CORE
438,438,438,0401CS08,7,CS422,5,AA,CORE
439,439,439,0401CS08,7,CS441,6,AA,DEPARTMENTAL ELECTIVE - II
440,440,440,0401CS08,7,CS461,6,AA,DEPARTMENTAL ELECTIVE - I
441,441,441,0401CS08,7,CS498,10,AA,CORE
442,442,442,0401CS08,7,MA410,6,AA,OPEN ELECTIVE - I
443,443,443,0401CS08,8,CS449,6,AB,Departmental Elective - IV
444,444,444,0401CS08,8,CS452,6,AA,Departmental Elective - III
445,445,445,0401CS08,8,CS499,16,AA,CORE
446,446,446,0401CS08,8,HS441,6,AB,HSS Elective
447,447,447,0401CS08,8,MA412,6,AA,Open Elective - II
448,448,448,0401CS09,1,CH101,8,BC,CORE
449,449,449,0401CS09,1,CH110,3,BB,CORE
450,450,450,0401CS09,1,EE101,8,CC,CORE
451,451,451,0401CS09,1,HS101,6,BB,CORE
452,452,452,0401CS09,1,MA101,8,CC,CORE
453,453,453,0401CS09,1,ME111,7,BC,CORE
454,454,454,0401CS09,1,PH101,6,CC,CORE
455,455,455,0401CS09,1,PH110,3,AB,CORE
456,456,456,0401CS09,2,CH102,6,CC,CORE
457,457,457,0401CS09,2,CS101,6,CD,CORE
458,458,458,0401CS09,2,CS110,3,BC,CORE
459,459,459,0401CS09,2,EE102,4,BC,CORE
460,460,460,0401CS09,2,MA102,8,BC,CORE
461,461,461,0401CS09,2,ME101,8,CD,CORE
462,462,462,0401CS09,2,ME110,3,BB,CORE
463,463,463,0401CS09,2,PH102,6,CD,CORE
464,464,464,0401CS09,3,CS201,9,BC,CORE
465,465,465,0401CS09,3,CS203,6,AB,CORE
466,466,466,0401CS09,3,CS221,6,BC,CORE
467,467,467,0401CS09,3,EE220,8,CC,CORE
468,468,468,0401CS09,3,HS201,6,BC,HS Elective
469,469,469,0401CS09,3,MA201,8,BC,CORE
470,470,470,0401CS09,4,CS204,6,BB,CORE
471,471,471,0401CS09,4,CS222,6,CD,CORE
472,472,472,0401CS09,4,CS223,3,BC,CORE
473,473,473,0401CS09,4,CS241,7,BC,CORE
474,474,474,0401CS09,4,CS242,5,AB,CORE
475,475,475,0401CS09,4,HS211,6,BB,HS ELECTIVE
476,476,476,0401CS09,4,MA225,8,CC,CORE
477,477,477,0401CS09,4,MA251,6,BC,Elective-Sc.
478,478,478,0401CS09,5,CS301,6,AB,CORE
479,479,479,0401CS09,5,CS331,8,BC,CORE
480,480,480,0401CS09,5,CS341,6,BB,CORE
481,481,481,0401CS09,5,CS342,5,BB,CORE
482,482,482,0401CS09,5,CS343,6,BB,CORE
483,483,483,0401CS09,5,CS344,6,CC,CORE
484,484,484,0401CS09,5,CS345,5,BB,CORE
485,485,485,0401CS09,6,CS302,6,BC,CORE
486,486,486,0401CS09,6,CS346,6,BB,CORE
487,487,487,0401CS09,6,CS347,3,AB,CORE
488,488,488,0401CS09,6,CS348,8,BC,CORE
489,489,489,0401CS09,6,CS362,8,BC,CORE
490,490,490,0401CS09,6,CS399,3,AB,CORE
